name,street_address,google_map,review_count,phone,website,restaurant_type,average_review,food_review,service_review,ambience_review,value_review,price_range,star_1,star_2,star_3,star_4,star_5,description,restaurant_main_type,latitude,longitude,postal_code
La Masseria,"235 West 48th Street New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7604370%2C-73.985575,3664,(212) 582-2111,http://www.lamasserianyc.com/,Italian,4.63664,4.7,4.6,4.5,4.2,$31 to $50,0,1,4,24,71,"La Masseria Restaurant is inspired from ancient fortified farmhouses that in the Puglia Region of Italy are called “Masseria”. Executive Chef/Co-Owner, Pino Coladonato, grew up on a Farm in Puglia. He was forced to eat whatever was available but soon was tired of bean puree and decided to take matters into his own hands, creating new ways to use the same few ingredients. Now, with limitless ingredients to choose from, fava beans, chickpeas and lentils are still a core element in many of his entrees. Interior Designer Libby Langdon has created a warm, inviting dining atmosphere. Rustic and relaxed, with plenty of old world charm. Oversize iron sconces custom made from antique wrought iron gates punctuate the walls, and artful displays of antique farm tools mixed with various authentic Italian photographs all add to the farmhouse appeal. The 250-bottle wine list encompasses all regions of Italy with few of the best American and the rest of the world.",Italian,40.7608251,-73.9862213,10036
Lido,"2168 Frederick Douglass Blvd. New York, NY  10026",//www.google.com/maps/search/?api=1&query=40.8050550%2C-73.954881,1047,(646) 490-8575,http://www.lidoharlem.com/,Italian,4.51047,4.5,4.5,4.4,4.3,$30 and under,0,2,6,27,65,"Lido’s menu is Northern Italian. The menu can be described as fresh, simple, and delicious. Flavors are layered so that each one stands out but does not compete with others in the dish. The food is organic and local whenever possible and all poultry and meats are from farms that treat animals humanely. The ambiance is modish but relaxed. We look forward to seeing you soon.",Italian,40.8048926,-73.9546798,10026
Ristorante Morini,"1167 Madison Avenue New York, NY  10020",//www.google.com/maps/search/?api=1&query=40.7805840%2C-73.958881,1190,(212) 249-0444,http://www.ristorantemorini.com/,Italian,4.6119,4.6,4.4,4.4,4.1,$31 to $50,0,2,6,20,72,"Ristorante Morini celebrates Italian cuisine by offering regional specialties, showcasing Chef Michael White’s modern interpretations of traditional dishes.  Upon arrival, guests are welcomed by a lively first floor dining room, featuring a stunning backlit bar.  The bar at Ristorante Morini features seasonally crafted cocktails along with a full menu.  Ristorante Morini takes reservations both online and by phone.",Italian,40.7805467,-73.9588577,10020
Morimoto New York,"88 10th Avenue New York, NY  10011",//www.google.com/maps/search/?api=1&query=40.7432360%2C-74.007408,5894,(212) 989-8883,http://www.morimotonyc.com/,Japanese,4.65894,4.6,4.5,4.6,4,$50 and over,1,2,5,17,75,"Morimoto is the New York City interpretation of Executive Chef Masaharu Morimoto’s namesake Philadelphia restaurant that is co-owned with restaurateur Stephen Starr.  Designed by world renowned architect Tadao Ando, the restaurant’s entrance features the world’s largest Japanese Noren curtain set against a massive façade of austere steel.  Inside is an extraordinary open kitchen surrounded by a 24-seat sushi bar where diners can watch Morimoto and his chefs at work.  On every level of the restaurant guests enjoy the elaborate menu where East meets West.  Glass partitions create a private atmosphere between tables and a wall made of 17,000 spring water bottles add a touch of New York drama to this tranquil atmosphere.  Guests have the option to dine on the top floor or congregate in the lower lounge for cocktails and snacks.",Japanese & Koren,40.7430827,-74.0072503,10011
Aureole,"135 West 42nd Street New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7557500%2C-73.985568,3346,(212) 319-1660,http://www.charliepalmer.com/,American,4.53346,4.4,4.4,4.4,3.9,$31 to $50,1,3,9,25,62,"Welcome to Aureole, the flagship showcase for Chef Charlie Palmer's unabashed, energetic signature progressive American cooking. Entering its 30th year, Aureole is known for its longstanding commitment to seasonal, local sourcing. Aureole offers two distinct dining venues: the refined formal Dining Room and the lively, convivial Liberty Room. In the evening, tasting menus are available in the Michelin-starred Dining Room, with a la carte and pre-theater service in the Liberty Room. For lunch, both spaces serve a three-course prix fixe as well as a la carte selections. When making a reservation please indicate in which space you would like to dine. Please note - Our NYC Restaurant Week menu is only offered in our Liberty Room, Monday-Friday, through August 17.",American,40.7555892,-73.9852848,10036
Fogo de Chao Brazilian Steakhouse - New York,"40 W 53rd Street New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7612960%2C-73.977954,1772,(212) 969-9980,http://www.fogodechao.com/,Brazilian Steakhouse,4.61772,4.6,4.5,4.4,4.1,$50 and over,0,1,7,22,70,"Join us at Fogo de Chão® New York located in midtown Manhattan just a short walk from Times Square and steps away from MoMA. This prime location makes us the ideal dining spot for locals, tourists and dignitaries. We invite guests to enjoy our stunning three level design featuring al fresco patio dining and a lounge area that is perfect for gathering with friends.Fogo de Chão is an authentic Brazilian Steakhouse (Churrascaria) that has been setting the standard in Brazil for the past 36 years. Today, our gaucho chefs still expertly grill and carve tableside each of our cuts of meat like Picanha (signature sirloin), Filet Mignon, Ribeye, Fraldinha (Brazilian sirloin) Cordeiro (lamb) and more. In addition to the main dishes, enjoy our gourmet Market Table, authentic Brazilian side dishes, and award-winning wine list. We also offer semiprivate and private areas for events to 90.",Steakhouse,40.7610935,-73.9777823,10019
Limani - NYC,"45 Rockefeller Plaza New York, NY  10011",//www.google.com/maps/search/?api=1&query=40.7591120%2C-73.977622,1406,(212) 858-9200,http://www.limani.com/,Mediterranean,4.61406,4.6,4.3,4.5,4,$50 and over,1,1,7,23,68,"Limani, a Mediterranean seafood restaurant focusing on traditional Greek specialties. We have come across a plethora of products that allows the Mediterranean diet to take its rightful place in the culinary landscape. Whether it is the premium first-pressed, cold-pressed olive oil from the Calamata, jewels of fish and seafood, or local organic vegetables, to special items such as the capers from Santorini or the Saffron from Kozani you will find it at Limani.",Mediterranean,40.7591829,-73.9778279,10011
Ai Fiori,"400 5th Avenue New York, NY  10018",//www.google.com/maps/search/?api=1&query=40.7502280%2C-73.983714,3794,(212) 613-8660,http://www.aifiorinyc.com/,Contemporary European,4.63794,4.6,4.6,4.6,4.1,$31 to $50,1,2,4,17,76,"From acclaimed Chef Michael White and the Altamarea Group, Ai Fiori celebrates cuisine from the Italian and French Riviera and showcases modern interpretations of traditional regional dishes. Located in the stylish Langham Hotel, Ai Fiori also boasts an inviting bar and lounge with an extensive cocktail and wine list crafted by the restaurant’s renowned beverage professionals.",Other Europe,40.7500752,-73.9837835,10018
Philippe,"33 East 60th Street New York, NY  10065",//www.google.com/maps/search/?api=1&query=40.7641390%2C-73.970336,2018,(212) 644-8885,http://www.philippechow.com/,Chinese,4.62018,4.6,4.4,4.2,4,$31 to $50,1,1,9,17,72,"Philippe puts his own spin on traditional Beijing-style cuisine with results that are modern, flavorful and theatrical. All specialty dishes are served family-style, giving all guests the opportunity to experience a taste in every dish ordered. Our philosophy focuses on bringing people together for an experience that they can share with one another – starting with our signature dishes.",Chinese,40.764135,-73.9702846,10065
'Cesca,"164 W. 75th St. New York, NY  10024",//www.google.com/maps/search/?api=1&query=40.7801000%2C-73.9792,2749,(212) 787-6300,http://www.cescanyc.com/,Italian,4.12749,4.1,3.8,4.1,3.7,$31 to $50,4,7,14,26,49,"An original pioneer of the casual upscale dining scene on the Upper West Side since 2003, featuring contemporary farm-to-table Italian-American cuisine that explodes with flavor and freshness. Housemade pastas, poultry, steaks, seafood, wood-burning oven, artisanal cocktails and an Award Winning wine-list, all complementing this warm rustic environment.",Italian,40.7802763,-73.9798894,10024
Butter Midtown,"70 West 45th New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7564900%2C-73.982279,3135,(212) 302-8703,http://www.butterrestaurant.com/,Contemporary American,4.23135,4.2,4.1,4.3,3.7,$31 to $50,2,7,13,22,56,"BUTTER is located in Midtown Manhattan. Executive Chef, Alex Guarnaschelli offers traditional American fare highlighted and enhanced by subtle global influences with the grace notes of seasonality.",Contemporary American,40.7563375,-73.9822224,10036
Smith & Wollensky - New York,"797 Third Avenue New York, NY  10022",//www.google.com/maps/search/?api=1&query=40.7551690%2C-73.970853,6405,(212) 753-1530,http://www.smithandwollenskynyc.com/,Steakhouse,4.56405,4.5,4.4,4.2,3.9,$50 and over,2,3,8,22,65,"The landmark Smith & Wollensky in New York City is located on the corner of Third Avenue and 49th Street, serving outstanding steakhouse fare that features USDA Prime steaks, dry aged and butchered on-premise.  Opened in 1977, the original Smith & Wollensky has set the standard by which all other steakhouses are judged.  The New York Times agrees, calling the restaurant “a steakhouse to end all arguments” and Gourmet said this is the “quintessential New York steakhouse.”Although Smith & Wollensky has earned its reputation as the quintessential steakhouse, the menu is varied and offers many options beyond the signature exemplary steaks.  Guests can also select from a variety of market-fresh seafood, poultry, and lamb.  Delicious side dishes complete the meal, such as creamed spinach, hashed browns, and seasonal vegetables.  The irresistible dessert selection ends the meal on a memorable note with a variety of decadent, housemade cakes, sorbets, and ice creams.  ",Steakhouse,40.7551704,-73.9707437,10022
Orsay,"1057-59 Lexington Avenue New York, NY  10021",//www.google.com/maps/search/?api=1&query=40.7723970%2C-73.960762,1899,(212) 517-6400 ext. 0,http://www.orsayrestaurant.com/,French,4.51899,4.3,4.3,4.4,3.9,$31 to $50,1,3,7,24,65,"Designed by partner Jean Denoyer, Orsay strikes that difficult balance of sophisticated-chic in a warm convivial atmosphere. Dark mahogany raised paneled walls meet Art Nouveau styled arches in a deep, creamy butter color. The floor is a work of art, Italian mosaic tiles in warm tones of precious metals hand laid in a beautiful fan pattern that floats in waves across the expanse of floor. Banquettes with high wood backs topped with frosted glass panels provide privacy if wanted, and the low, soft lighting emanates from Art Nouveau period chandeliers that Denoyer had custom designed. A 20-foot long zinc-topped wood bar shipped in one piece from France, and French doors that spill onto the sidewalk terrace, completing the feeling that you are in the 9th arrondisement in Paris. This sophisticated and elegant Parisian-style brasserie marries modern French cuisine and classic brasserie fare. Orsay's award-winning wine list includes all 300 predominantly French and American varietals.",French,40.7723839,-73.9604582,10021
Nice Matin,"201 West 79th Street New York, NY  10024",//www.google.com/maps/search/?api=1&query=40.7831000%2C-73.9783,2140,(212) 873-6423,http://www.nicematinnyc.com/,French,4.4214,4.3,4.3,4.2,4,$31 to $50,2,2,9,33,54,"""Nice Matin, named after the largest daily newspaper in the South of France, gives the Upper West Side a splash of Provençal sunshine and a heady introduction to the cuisine of Nice, home of the pissaladière, pan bagnat and, if we are to believe the menu, a whopping big burger topped with comté cheese, smeared with aioli and served with a heap of rosemary-flecked fries. It's the best thing to happen to a hamburger since Daniel Boulud worked foie gras and short ribs into an all-beef patty. The pleasure is all on the plate, and it carries right through to the desserts."", William Grimes - NY Times.",French,40.7834267,-73.9784952,10024
db Bistro moderne,"55 West 44th Street New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7556310%2C-73.981658,6428,(212) 391-2400,http://www.dbbistro.com/,French,4.46428,4.4,4.5,4.3,3.9,$31 to $50,1,2,9,26,62,"Chef Daniel Boulud’s db bistro moderne is a contemporary French restaurant, known for chic bistro cuisine. The menu features updated bistro classics with a modern twist and market-driven French-American cuisine, alongside traditional French specialties and seasonal dishes showcasing the Greenmarket’s finest produce.Located one block east of Times Square in New York City, db bistro is the perfect spot for pre- and post-theater dining, a Midtown business lunch or breakfast “à L’Express”.  It was here that Daniel Boulud launched the gourmet hamburger craze in 2001 that took the world by storm. The DB Burger, stuffed with red wine-braised short ribs and foie gras, continues to be a main attraction.Our handsome bar area features a seasonal menu of dishes that can be enjoyed with exceptional wines and cocktails.",French,40.7559546,-73.9821076,10036
